category	file	region	slug	parser_ok	current_path	issues
03_一覧名違い	城西_テンプレート.txt	城西	josei	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\城西_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=josei existing_region_slugs=jozai
02_作成済み	堀江町_テンプレート.txt	堀江町	horiecho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\堀江町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
03_一覧名違い	大明丘_テンプレート.txt	大明丘	daimyogaoka	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\大明丘_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=daimyogaoka existing_region_slugs=daimeigaoka
09_複合問題	大竜町_テンプレート.txt	大竜町	dairyuucho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\02_画像無し\大竜町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=dairyuucho existing_region_slugs=dairyucho / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-dairyuucho_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-dairyuucho_2.jpg
02_作成済み	大黒町_テンプレート.txt	大黒町	daikokucho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\大黒町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
09_複合問題	天保山町_テンプレート.txt	天保山町	tenpozancho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\02_画像無し\天保山町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-tenpozancho_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-tenpozancho_2.jpg
09_複合問題	宇宿_テンプレート.txt	aaaaaaaaaaaaaaaaaaaa	usuki	no	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\08_複合_画像無し_情報足りない_間違い\宇宿_テンプレート.txt	入力不備: 通常記事sceneの情報が不足しています / 未管理: direct input is not tracked in HEAD: HP/Text_area_data/宇宿_テンプレート.txt / 作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-usuki.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-usuki.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-usuki.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
03_一覧名違い	宮之浦町_テンプレート.txt	宮之浦町	miyanouracho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\宮之浦町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=miyanouracho existing_region_slugs=miyanouramachi
09_複合問題	小原町_テンプレート.txt	aaaaaaaaaaaaaaaaaaaa		no	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\08_複合_画像無し_情報足りない_間違い\小原町_テンプレート.txt	入力不備: 必須項目不足: canonical slug / 間違い: L59 placeholder残り / 間違い: canonical slug missing / 未管理: direct input is not tracked in HEAD: HP/Text_area_data/小原町_テンプレート.txt / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_2.jpg
02_作成済み	小山田町_テンプレート.txt	小山田町	koyamadacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\小山田町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-koyamadacho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-koyamadacho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-koyamadacho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
09_複合問題	小川町_テンプレート.txt	aaaaaaaaaaaaaaaaaaaa		no	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\08_複合_画像無し_情報足りない_間違い\小川町_テンプレート.txt	入力不備: 必須項目不足: canonical slug / 間違い: canonical slug missing / 未管理: direct input is not tracked in HEAD: HP/Text_area_data/小川町_テンプレート.txt / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_2.jpg
02_作成済み	小松原_テンプレート.txt	小松原	komatsubara	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\小松原_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-komatsubara.php / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-komatsubara.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
09_複合問題	小野_テンプレート.txt	aaaaaaaaaaaaaaaaaaaa		no	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\08_複合_画像無し_情報足りない_間違い\小野_テンプレート.txt	入力不備: 必須項目不足: canonical slug / 間違い: canonical slug missing / 未管理: direct input is not tracked in HEAD: HP/Text_area_data/小野_テンプレート.txt / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_2.jpg
02_作成済み	山下町_テンプレート.txt	山下町	yamashitacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\山下町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-yamashitacho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-yamashitacho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-yamashitacho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
02_作成済み	山之口町_テンプレート.txt	山之口町	yamanokuchicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\山之口町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-yamanokuchicho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-yamanokuchicho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-yamanokuchicho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
02_作成済み	山田町_テンプレート.txt	山田町	yamadacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\山田町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-yamadacho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-yamadacho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-yamadacho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
09_複合問題	岡野原町_テンプレート.txt	aaaaaaaaaaaaaaaaaaaa		no	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\08_複合_画像無し_情報足りない_間違い\岡野原町_テンプレート.txt	入力不備: 必須項目不足: canonical slug / 間違い: canonical slug missing / 未管理: direct input is not tracked in HEAD: HP/Text_area_data/岡野原町_テンプレート.txt / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_2.jpg
02_作成済み	川上町_テンプレート.txt	川上町	kawakamicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\川上町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-kawakamicho.php / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-kawakamicho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
09_複合問題	川田町_テンプレート.txt	川田町	kawadacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\川田町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-kawadacho.php / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-kawadacho.php / 一覧名違い: area list same-region slug mismatch: canonical=kawadacho existing_region_slugs=kawatacho / 作成済み: existing shared registration: HP/includefile/dataset_base.php
02_作成済み	希望ヶ丘町_テンプレート.txt	希望ヶ丘町	kibougaokacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\希望ヶ丘町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-kibougaokacho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-kibougaokacho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-kibougaokacho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
02_作成済み	常盤_テンプレート.txt	常盤	tokiwa	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\常盤_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
03_一覧名違い	平之町_テンプレート.txt	平之町	hiranocho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\平之町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=hiranocho existing_region_slugs=hirancho
02_作成済み	平川町.txt	平川町	hirakawacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\平川町.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-hirakawacho.php / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-hirakawacho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
02_作成済み	平田町_テンプレート.txt	平田町	hiratacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\平田町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	広木_テンプレート.txt	広木	hiroki	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\広木_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-hiroki.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-hiroki.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-hiroki.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
02_作成済み	慈眼寺町_テンプレート.txt	慈眼寺町	jigenjicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\慈眼寺町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
09_複合問題	新屋敷町_テンプレート .txt	新屋敷町	shinayashikicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\02_画像無し\新屋敷町_テンプレート .txt	作成済み: existing shared registration: HP/source/area.html / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shinayashikicho_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shinayashikicho_2.jpg
02_作成済み	新栄町_テンプレート.txt	新栄町	shineicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\新栄町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	新照院町_テンプレート.txt	新照院町	shinshoincho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\新照院町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	新町_テンプレート.txt	新町	shimmachi	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\新町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	日之出町_テンプレート.txt	日之出町	hinodecho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\日之出町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	明和_テンプレート.txt	明和	meiwa	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\明和_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
09_複合問題	易居町_テンプレート.txt	aaaaaaaaaaaaaaaaaaaa	yasuicho	no	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\08_複合_画像無し_情報足りない_間違い\易居町_テンプレート.txt	入力不備: scene（h2）がありません / 情報足りない: L17 【1】地図URL：未確認 / 情報足りない: L18 【2】地図タイトル：未確認 / 情報足りない: L77 未確認 / 情報足りない: L80 未確認 / 未管理: direct input is not tracked in HEAD: HP/Text_area_data/易居町_テンプレート.txt / 作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-yasuicho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-yasuicho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-yasuicho.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
02_作成済み	星ヶ峯_テンプレート.txt	星ヶ峯	hoshigamine	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\星ヶ峯_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	春山町_テンプレート.txt	春山町	haruyamacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\春山町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	春日町_テンプレート.txt	春日町	kasugacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\春日町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-kasugacho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-kasugacho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-kasugacho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
09_複合問題	有屋田町_テンプレート.txt	aaaaaaaaaaaaaaaaaaaa		no	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\08_複合_画像無し_情報足りない_間違い\有屋田町_テンプレート.txt	入力不備: 必須項目不足: canonical slug / 間違い: canonical slug missing / 未管理: direct input is not tracked in HEAD: HP/Text_area_data/有屋田町_テンプレート.txt / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_2.jpg
03_一覧名違い	本名町_テンプレート.txt	本名町	honmyocho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\本名町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=honmyocho existing_region_slugs=honmeicho
02_作成済み	本城町_テンプレート.txt	本城町	honjocho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\本城町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
03_一覧名違い	本港新町_テンプレート.txt	本港新町	honkoshinmachi	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\本港新町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=honkoshinmachi existing_region_slugs=honkoshimmachi
02_作成済み	東佐多町_テンプレート.txt	東佐多町	higashisatacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\東佐多町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	東俣町_テンプレート.txt	東俣町	higashimatacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\東俣町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	東千石町_テンプレート.txt	東千石町	higashisengokucho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\東千石町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	東坂元_テンプレート.txt	東坂元	higashisakamoto	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\東坂元_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	東谷山_テンプレート.txt	東谷山	higashitaniyama	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\東谷山_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
03_一覧名違い	東郡元町_テンプレート.txt	東郡元町	higashikoorimotocho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\東郡元町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=higashikoorimotocho existing_region_slugs=higashikorimotocho
03_一覧名違い	東開町_テンプレート.txt	東開町	tokaicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\東開町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=tokaicho existing_region_slugs=higashibirakicho
02_作成済み	松原町_テンプレート.txt	松原町	matsubaracho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\松原町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
09_複合問題	松陽台町_テンプレート.txt	松陽台町	shouyoudaichou	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\02_画像無し\松陽台町_テンプレート.txt	未管理: direct input is not tracked in HEAD: HP/Text_area_data/松陽台町_テンプレート.txt / 一覧名違い: area list same-region slug mismatch: canonical=shouyoudaichou existing_region_slugs=matsuyodaicho / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shouyoudaichou_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shouyoudaichou_2.jpg
03_一覧名違い	柳町_テンプレート.txt	柳町	yanagimachi	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\柳町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=yanagimachi existing_region_slugs=yanagicho
02_作成済み	桜ヶ丘_テンプレート.txt	桜ヶ丘	sakuragaoka	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\桜ヶ丘_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-sakuragaoka.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-sakuragaoka.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-sakuragaoka.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
03_一覧名違い	樋之口町_テンプレート.txt	樋之口町	tenokuchicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\樋之口町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=tenokuchicho existing_region_slugs=toinokuchicho
02_作成済み	武_テンプレート.txt	武	take	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\武_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	武岡_テンプレート.txt	武岡	takeoka	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\武岡_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
09_複合問題	池之上町_テンプレート.txt	池之上町	ikenouecho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\06_複合_画像無し_間違い\池之上町_テンプレート.txt	未管理: direct input is not tracked in HEAD: HP/Text_area_data/池之上町_テンプレート.txt / 作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-ikenouecho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-ikenouecho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-ikenouecho.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
