area_name_jp,area_name_kana,slug,public_php,source_html,expected_url,page_title,meta_description,h1,main_image,shop_image,map_url,map_title,status,has_placeholder,has_broken_image_candidate,has_noindex,has_json_ld,has_faq,notes
"小原町","不明","obaracho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-obaracho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-obaracho.html","https://www.55810.com/kagoshima-deliveryhealth-area-obaracho.php","鹿児島市小原町で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「小原町」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市小原町で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-obaracho_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4808.769309954111!2d130.52462648136117!3d31.54301294967584!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e669368cf1f1b%3A0x9d8ee6af4cbb23de!2z44CSODkxLTAxMTEg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5bCP5Y6f55S6!5e0!3m2!1sja!2sjp!4v1772088775026!5m2!1sja!2sjp","鹿児島市小原町の地図","PHP/HTML対応あり; 確認済み","なし","なし","あり","あり","あり","meta keywordsなし"
"小川町","不明","ogawacho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-ogawacho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-ogawacho.html","https://www.55810.com/kagoshima-deliveryhealth-area-ogawacho.php","鹿児島市小川町で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「小川町」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市小川町で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-ogawacho_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4845.185872409508!2d130.5587184266448!3d31.599133243244697!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e5e0f76c0fce3%3A0x1ee8dd91401708a1!2z44CSODkyLTA4MTcg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5bCP5bed55S6!5e1!3m2!1sja!2sjp!4v1772149593466!5m2!1sja!2sjp","鹿児島市小川町の地図","PHP/HTML対応あり; 確認済み","なし","なし","あり","あり","あり","meta keywordsなし"
"岡之原町","不明","okanoharacho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-okanoharacho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-okanoharacho.html","https://www.55810.com/kagoshima-deliveryhealth-area-okanoharacho.php","鹿児島市岡之原町で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「岡之原町」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市岡之原町で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-okanoharacho_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3395.6921244949312!2d130.54822641174906!3d31.669641839643084!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e5c1aafae2e33%3A0xb8944c435bca6dca!2z44CSODkxLTEyMDEg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5bKh5LmL5Y6f55S6!5e0!3m2!1sja!2sjp!4v1772067771270!5m2!1sja!2sjp","鹿児島市岡之原町の地図","PHP/HTML対応あり; 確認済み","なし","なし","あり","あり","あり","meta keywordsなし"
"小野","不明","ono","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-ono.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-ono.html","https://www.55810.com/kagoshima-deliveryhealth-area-ono.php","鹿児島市小野で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「小野」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島「小野」で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-ono_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d16546.604669395307!2d130.50687830882168!3d31.611790258882927!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e5d838c8cc33d%3A0x498b298807c8d619!2z44CSODkwLTAwMjEg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5bCP6YeO!5e1!3m2!1sja!2sjp!4v1772000499284!5m2!1sja!2sjp","鹿児島市小野の地図","PHP/HTML対応あり; 確認済み","なし","なし","あり","あり","あり","meta keywordsなし"
"不明","不明","oroshihommachi","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-oroshihommachi.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-oroshihommachi.html","https://www.55810.com/kagoshima-deliveryhealth-area-oroshihommachi.php","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル｜対応店舗・ホテル情報","鹿児島「aaaaaaaaaaaaaaaaaaaa」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-oroshihommachi_1.jpg","未設定/未確認","aaaaaaaaaaaaaaaaaaaa","aaaaaaaaaaaaaaaaaaaa","PHP/HTML対応あり; placeholderあり; 画像パス切れ候補","あり","あり","あり","あり","あり","area_name_jp根拠: 不明; meta keywordsなし; JSON-LD構文不正候補; Map placeholder"
"坂元町","不明","sakamotocho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-sakamotocho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-sakamotocho.html","https://www.55810.com/kagoshima-deliveryhealth-area-sakamotocho.php","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル｜対応店舗・ホテル情報","鹿児島「aaaaaaaaaaaaaaaaaaaa」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-sakamotocho_1.jpg","未設定/未確認","aaaaaaaaaaaaaaaaaaaa","aaaaaaaaaaaaaaaaaaaa","PHP/HTML対応あり; placeholderあり","あり","なし","あり","あり","あり","area_name_jp根拠: area.htmlリンク文字; meta keywordsなし; JSON-LD構文不正候補; Map placeholder"
"坂之上","不明","sakanoue","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-sakanoue.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-sakanoue.html","https://www.55810.com/kagoshima-deliveryhealth-area-sakanoue.php","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル｜対応店舗・ホテル情報","鹿児島「aaaaaaaaaaaaaaaaaaaa」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-sakanoue_1.jpg","未設定/未確認","aaaaaaaaaaaaaaaaaaaa","aaaaaaaaaaaaaaaaaaaa","PHP/HTML対応あり; placeholderあり","あり","なし","あり","あり","あり","area_name_jp根拠: area.htmlリンク文字; meta keywordsなし; JSON-LD構文不正候補; Map placeholder"
"桜ヶ丘","不明","sakuragaoka","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-sakuragaoka.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-sakuragaoka.html","https://www.55810.com/kagoshima-deliveryhealth-area-sakuragaoka.php","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル｜対応店舗・ホテル情報","鹿児島「aaaaaaaaaaaaaaaaaaaa」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-sakuragaoka_1.jpg","未設定/未確認","aaaaaaaaaaaaaaaaaaaa","aaaaaaaaaaaaaaaaaaaa","PHP/HTML対応あり; placeholderあり","あり","なし","あり","あり","あり","area_name_jp根拠: area.htmlリンク文字; meta keywordsなし; JSON-LD構文不正候補; Map placeholder"
"不明","不明","sanwacho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-sanwacho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-sanwacho.html","https://www.55810.com/kagoshima-deliveryhealth-area-sanwacho.php","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル｜対応店舗・ホテル情報","鹿児島「aaaaaaaaaaaaaaaaaaaa」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-sanwacho_1.jpg","未設定/未確認","aaaaaaaaaaaaaaaaaaaa","aaaaaaaaaaaaaaaaaaaa","PHP/HTML対応あり; placeholderあり; 画像パス切れ候補","あり","あり","あり","あり","あり","area_name_jp根拠: 不明; meta keywordsなし; JSON-LD構文不正候補; Map placeholder"
"清水町","不明","shimizucho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-shimizucho.php","不明","/kagoshima-deliveryhealth-area-shimizucho.php","不明","不明","不明","未設定/未確認","未設定/未確認","未設定/未確認","未設定/未確認","source HTMLなし; 未確認","なし","なし","なし","なし","なし","area_name_jp根拠: area.htmlリンク文字; meta keywordsなし; HTML未確認"
"下荒田","不明","shimoarata","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-shimoarata.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-shimoarata.html","https://www.55810.com/kagoshima-deliveryhealth-area-shimoarata.php","鹿児島市下荒田で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「下荒田」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市下荒田で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shimoarata_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d8110.93004605155!2d130.5541656960134!3d31.570818871300105!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e60b598c6f755%3A0x9ad78e26f24701b8!2z44CSODkwLTAwNTYg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5LiL6I2S55Sw!5e0!3m2!1sja!2sjp!4v1772870057883!5m2!1sja!2sjp","鹿児島市下荒田の地図","PHP/HTML対応あり; 画像パス切れ候補","なし","あり","あり","あり","あり","meta keywordsなし"
"下福元町","不明","shimofukumotocho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-shimofukumotocho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-shimofukumotocho.html","https://www.55810.com/kagoshima-deliveryhealth-area-shimofukumotocho.php","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル｜対応店舗・ホテル情報","鹿児島「aaaaaaaaaaaaaaaaaaaa」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shimofukumotocho_1.jpg","未設定/未確認","aaaaaaaaaaaaaaaaaaaa","aaaaaaaaaaaaaaaaaaaa","PHP/HTML対応あり; placeholderあり; 画像パス切れ候補","あり","あり","あり","あり","あり","area_name_jp根拠: area.htmlリンク文字; meta keywordsなし; JSON-LD構文不正候補; Map placeholder"
"下伊敷","不明","shimoishiki","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-shimoishiki.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-shimoishiki.html","https://www.55810.com/kagoshima-deliveryhealth-area-shimoishiki.php","鹿児島市下伊敷で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「下伊敷」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市下伊敷で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shimoishiki_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6795.211438876368!2d130.53145106920107!3d31.617261896247918!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e5dc1df276ae3%3A0xe90d7c81c454a71e!2z44CSODkwLTAwMDUg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5LiL5LyK5pW3!5e0!3m2!1sja!2sjp!4v1772873371198!5m2!1sja!2sjp","鹿児島市下伊敷の地図","PHP/HTML対応あり; 画像パス切れ候補","なし","あり","あり","あり","あり","meta keywordsなし"
"下伊敷町","不明","shimoishikicho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-shimoishikicho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-shimoishikicho.html","https://www.55810.com/kagoshima-deliveryhealth-area-shimoishikicho.php","鹿児島市下伊敷町で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「下伊敷町」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市下伊敷町で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shimoishikicho_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4773.645559475695!2d130.54314146297227!3d31.628078653042248!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e5dd471e35a85%3A0x11c58a1de9bf2eee!2z44CSODkwLTAwMDQg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5LiL5LyK5pW355S6!5e0!3m2!1sja!2sjp!4v1773017666206!5m2!1sja!2sjp","鹿児島市下伊敷町の地図","PHP/HTML対応あり; 画像パス切れ候補","なし","あり","あり","あり","あり","meta keywordsなし"
"下田町","不明","shimotacho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-shimotacho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-shimotacho.html","https://www.55810.com/kagoshima-deliveryhealth-area-shimotacho.php","鹿児島市下田町で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「下田町」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市下田町で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shimotacho_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13587.161238033123!2d130.54208846709832!3d31.639591234827126!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e5c27fd49f44d%3A0xb1560d3bd13fe2e3!2z44CSODkyLTA4NzMg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5LiL55Sw55S6!5e0!3m2!1sja!2sjp!4v1773019099197!5m2!1sja!2sjp","鹿児島市下田町の地図","PHP/HTML対応あり; source HTML完成更新済み; 本番URL404確認","なし","なし","あり","あり","あり","Text_area_data\下田町_テンプレート.txt反映; JSON-LD再作成済み; ローカル画像2点あり; 本番ページ/画像は未反映"
"不明","不明","shimotatsuocho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-shimotatsuocho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-shimotatsuocho.html","https://www.55810.com/kagoshima-deliveryhealth-area-shimotatsuocho.php","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル｜対応店舗・ホテル情報","鹿児島「aaaaaaaaaaaaaaaaaaaa」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市aaaaaaaaaaaaaaaaaaaaで呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-shimotatsuocho_1.jpg","未設定/未確認","aaaaaaaaaaaaaaaaaaaa","aaaaaaaaaaaaaaaaaaaa","PHP/HTML対応あり; placeholderあり; 画像パス切れ候補","あり","あり","あり","あり","あり","area_name_jp根拠: 不明; meta keywordsなし; JSON-LD構文不正候補; Map placeholder"
"上荒田町","不明","uearatacho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-uearatacho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-uearatacho.html","https://www.55810.com/kagoshima-deliveryhealth-area-uearatacho.php","鹿児島市上荒田町で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「上荒田町」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市上荒田町で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-uearatacho_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6798.29868139838!2d130.5414691455092!3d31.574952323891235!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e673837ec700f%3A0xcd3b22d23e0ece40!2z44CSODkwLTAwNTUg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5LiK6I2S55Sw55S6!5e0!3m2!1sja!2sjp!4v1772071748061!5m2!1sja!2sjp","鹿児島市上荒田町の地図","PHP/HTML対応あり; 確認済み","なし","なし","あり","あり","あり","meta keywordsなし"
"上之園町","不明","uenosonocho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-uenosonocho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-uenosonocho.html","https://www.55810.com/kagoshima-deliveryhealth-area-uenosonocho.php","鹿児島市上之園町で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「上之園町」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市上之園町で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-uenosonocho_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3398.9275366174434!2d130.54412931174687!3d31.58103494403386!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e674ec3c423e7%3A0x665055e7aa6868ab!2z44CSODkwLTAwNTIg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5LiK5LmL5ZyS55S6!5e0!3m2!1sja!2sjp!4v1772072856114!5m2!1sja!2sjp","鹿児島市上之園町の地図","PHP/HTML対応あり; 確認済み","なし","なし","あり","あり","あり","meta keywordsなし"
"魚見町","不明","uomicho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-uomicho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-uomicho.html","https://www.55810.com/kagoshima-deliveryhealth-area-uomicho.php","鹿児島市魚見町で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「魚見町」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市魚見町で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-uomicho_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6800.764467761443!2d130.5172513171262!3d31.541123040220594!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e668e0515a71d%3A0xcbc6ad3ca3a88f1f!2z44CSODkxLTAxMTIg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC6a2a6KaL55S6!5e0!3m2!1sja!2sjp!4v1772068796013!5m2!1sja!2sjp","鹿児島市魚見町の地図","PHP/HTML対応あり; 確認済み","なし","なし","あり","あり","あり","meta keywordsなし"
"宇宿","不明","usuki","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-usuki.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-usuki.html","https://www.55810.com/kagoshima-deliveryhealth-area-usuki.php","鹿児島市宇宿で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「宇宿」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市宇宿で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-usuki_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13600.085627054079!2d130.53013086439435!3d31.55102712115327!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e66c681243689%3A0x80001458d2868f35!2z44CSODkwLTAwNzMg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5a6H5a6_!5e0!3m2!1sja!2sjp!4v1772066047749!5m2!1sja!2sjp","鹿児島市宇宿の地図","PHP/HTML対応あり; placeholderあり","あり","なし","あり","あり","あり","meta keywordsなし"
"薬師","不明","yakushi","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-yakushi.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-yakushi.html","https://www.55810.com/kagoshima-deliveryhealth-area-yakushi.php","鹿児島市薬師で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島市「薬師」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市薬師で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-yakushi_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4832.302725395726!2d130.53542181232945!3d31.591589374073905!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e675c751b91d1%3A0xafdeb5aecff0c2a2!2z44CSODkwLTAwNDIg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC6Jas5bir!5e1!3m2!1sja!2sjp!4v1772155586174!5m2!1sja!2sjp","鹿児島市薬師の地図","PHP/HTML対応あり; 画像パス切れ候補","なし","あり","あり","あり","あり","meta keywordsなし"
"易居町","不明","yasuicho","H:\Data\01_CTI\candy_HP\kagoshima-deliveryhealth-area-yasuicho.php","H:\Data\01_CTI\candy_HP\source\kagoshima-deliveryhealth-area-yasuicho.html","https://www.55810.com/kagoshima-deliveryhealth-area-yasuicho.php","鹿児島市易居町で呼べるデリヘル｜対応店舗・ホテル情報","鹿児島「易居町」で呼べる人気デリヘル店舗情報！交通費・ホテル一覧も掲載中！","鹿児島市易居町で呼べるデリヘル","./imgHtml/new_202601/area/kagoshima-deliveryhealth-area-yasuicho_1.jpg","./imgHtml/new_202601/shop/candy.jpg","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2404.9486729000027!2d130.55873528899278!3d31.597001378129217!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x353e5e05b982dc3b%3A0xc0f8fbf402a1b5c1!2z44CSODkyLTA4MTUg6bm_5YWQ5bO255yM6bm_5YWQ5bO25biC5piT5bGF55S6!5e1!3m2!1sja!2sjp!4v1772009544695!5m2!1sja!2sjp","鹿児島市易居町の地図","PHP/HTML対応あり; 画像パス切れ候補","なし","あり","あり","あり","あり","meta keywordsなし"
